page_number,page_width,page_height,text,x0,x1,top,bottom
1,594.95996,841.91998,reference,51.219589181690964,81.0402865787263,289.373410982774,295.97315544378466
1,594.95996,841.91998,design,82.51284877683965,103.04494655718585,289.373410982774,295.97315544378466
1,594.95996,841.91998,Construction,16.245524827103104,55.700830989755616,302.57289990479524,309.1726443658059
1,594.95996,841.91998,procurement,57.30332586997123,96.88546073190517,302.57289990479524,309.1726443658059
1,594.95996,841.91998,Construction,16.245524827103104,55.700830989755616,316.2800614776635,322.87980593867417
1,594.95996,841.91998,and,57.30332586997123,68.69829540581046,316.2800614776635,322.87980593867417
1,594.95996,841.91998,commissioning,70.21416588064976,115.98480624010276,316.2800614776635,322.87980593867417
1,594.95996,841.91998,Rolling,16.245524827103104,37.78871649269941,329.9872230505318,336.5869675115424
1,594.95996,841.91998,program,39.39121001556271,65.47966049060726,329.9872230505318,336.5869675115424
1,594.95996,841.91998,Project,16.245524827103104,38.17562377214844,343.6943846234,350.29412908441066
1,594.95996,841.91998,staging,39.778115211699294,62.93784016281313,343.6943846234,350.29412908441066
1,594.95996,841.91998,not,64.54033368567644,74.49490916656666,343.6943846234,350.29412908441066
1,594.95996,841.91998,yet,76.05409008769571,85.67331310865944,343.6943846234,350.29412908441066
1,594.95996,841.91998,available,87.2758045482103,114.51622249552449,343.6943846234,350.29412908441066
1,594.95996,841.91998,Estimated,16.245524827103104,71.73824188580451,385.8769051822749,398.015358264026
1,594.95996,841.91998,project,74.1430434594419,112.93185603941026,385.8769051822749,398.015358264026
1,594.95996,841.91998,value,115.2683704477373,144.66100483983047,385.8769051822749,398.015358264026
1,594.95996,841.91998,Delivery,297.75000972174905,342.7377017882366,385.8769051822749,398.015358264026
1,594.95996,841.91998,type,345.0893999229125,369.9381332511709,385.8769051822749,398.015358264026
1,594.95996,841.91998,$,16.245524827103104,20.737888564601825,406.6457933284246,413.2455377894352
1,594.95996,841.91998,Under,89.66768195584643,108.35587602866265,406.6457933284246,413.2455377894352
1,594.95996,841.91998,$50M,109.95836688395273,128.410310593281,406.6457933284246,413.2455377894352
1,594.95996,841.91998,Alliance,297.75000972174905,322.69598523340636,406.6457933284246,413.2455377894352
1,594.95996,841.91998,Collaborative,371.1721668504924,411.79045948204606,406.6457933284246,413.2455377894352
1,594.95996,841.91998,project,413.349642717003,435.00935886345036,406.6457933284246,413.2455377894352
1,594.95996,841.91998,delivery,436.5252292661577,461.00097720299823,406.6457933284246,413.2455377894352
1,594.95996,841.91998,$$,16.245524827103104,25.230244608850768,420.35295490129283,426.95269936230346
1,594.95996,841.91998,$50M,89.66768195584643,108.11962566517472,420.35295490129283,426.95269936230346
1,594.95996,841.91998,-,108.98582859094546,111.47702598261046,420.35295490129283,426.95269936230346
1,594.95996,841.91998,$100M,111.99674974334624,132.90183004376863,420.35295490129283,426.95269936230346
1,594.95996,841.91998,Alliance,297.75000972174905,322.69598523340636,420.35295490129283,426.95269936230346
1,594.95996,841.91998,TBC,324.2551684683633,337.11743992291235,420.35295490129283,426.95269936230346
1,594.95996,841.91998,Collaborative,371.1721668504924,411.79045948204606,420.35295490129283,426.95269936230346
1,594.95996,841.91998,project,413.349642717003,435.00935886345036,420.35295490129283,426.95269936230346
1,594.95996,841.91998,delivery,436.5252292661577,461.00097720299823,420.35295490129283,426.95269936230346
1,594.95996,841.91998,-,461.84449642993405,464.3356938215991,420.35295490129283,426.95269936230346
1,594.95996,841.91998,To,464.85541758233484,472.044499370648,420.35295490129283,426.95269936230346
1,594.95996,841.91998,be,473.6036842305039,481.28124453166004,420.35295490129283,426.95269936230346
1,594.95996,841.91998,confirmed,482.75380672977343,513.9670813871189,420.35295490129283,426.95269936230346
1,594.95996,841.91998,$$$,16.245524827103104,29.722600653099718,434.0601164741611,440.6598609351717
